activeYearsEndDateMgr,active years end date manager,Person,xsd:string,,,who is the active years end date manager of <X>,who is the active years end date manager of <X>
activeYearsEndYearMgr,active years end year manager,Person,xsd:gYear,,,who is the active years end year manager of <X>,who is the active years end year manager of <X>
activeYearsStartDateMgr,active years start date manager,Person,xsd:date,,,who is the active years start date manager of <X>,who is the active years start date manager of <X>
activeYearsStartYearMgr,active years start year manager,Person,xsd:gYear,,,who is the active years start year manager of <X>,who is the active years start year manager of <X>
activity,activity,Person,owl:Thing,,,who is the activity of <X>,who is the activity of <X>
affair,affair,Person,xsd:string,,,who is the affair of <X>,who is the affair of <X>
age,age,Agent,xsd:integer,,,what is the age of <X>,what is the age of <X>
agency,agency,Person,owl:Thing,http://dbpedia.org/ontology/agency,750,who is the agency of <X>,who is the agency of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/agency> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/agency> [] . ?a a <http://dbpedia.org/ontology/Place> }
allegiance,allegiance,Person,xsd:string,http://dbpedia.org/ontology/allegiance,21032,who is the allegiance of <X>,who is the allegiance of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/allegiance> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/allegiance> [] . ?a a <http://dbpedia.org/ontology/Place> }
almaMater,alma mater,Person,EducationalInstitution,http://dbpedia.org/ontology/almaMater,131512,who is the alma mater of <X>,who is the alma mater of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/almaMater> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/almaMater> [] . ?a a <http://dbpedia.org/ontology/Place> }
announcedFrom,announcedFrom,Person,Place,,,who is the announcedFrom of <X>,who is the announcedFrom of <X>
approach,approach,Person,owl:Thing,,,who is the approach of <X>,who is the approach of <X>
arrestDate,arrest date,Person,xsd:date,,,who is the arrest date of <X>,who is the arrest date of <X>
artPatron,patron (art),Agent,Artist,,,what is the patron (art) of <X>,what is the patron (art) of <X>
artisticFunction,artistic function,Person,xsd:string,,,who is the artistic function of <X>,who is the artistic function of <X>
astrologicalSign,astrological sign,Person,owl:Thing,,,who is the astrological sign of <X>,who is the astrological sign of <X>
awardName,awardName,Person,xsd:string,,,who is the awardName of <X>,who is the awardName of <X>
badGuy,bad guy,Person,xsd:string,,,who is the bad guy of <X>,who is the bad guy of <X>
bestLap,best lap,Person,xsd:string,,,who is the best lap of <X>,who is the best lap of <X>
bigPoolRecord,big pool record,Person,xsd:string,,,who is the big pool record of <X>,who is the big pool record of <X>
birthDate,birth date,Person,xsd:date,http://dbpedia.org/ontology/birthDate,1740614,who is the birth date of <X>,who is the birth date of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/birthDate> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/birthDate> [] . ?a a <http://dbpedia.org/ontology/Place> }
birthName,birth name,Person,rdf:langString,http://dbpedia.org/ontology/birthName,79134,who is the birth name of <X>,who is the birth name of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/birthName> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/birthName> [] . ?a a <http://dbpedia.org/ontology/Place> }
birthPlace,birth place,Person,Place,http://dbpedia.org/ontology/birthPlace,1330297,who is the birth place of <X>,who is the birth place of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/birthPlace> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/birthPlace> [] . ?a a <http://dbpedia.org/ontology/Place> }
birthSign,birth sign,Person,owl:Thing,,,who is the birth sign of <X>,who is the birth sign of <X>
birthYear,birth year,Person,xsd:gYear,http://dbpedia.org/ontology/birthYear,160048,who is the birth year of <X>,who is the birth year of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/birthYear> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/birthYear> [] . ?a a <http://dbpedia.org/ontology/Place> }
bloodGroup,blood group,Person,xsd:string,,,who is the blood group of <X>,who is the blood group of <X>
bloodType,blood type,Person,owl:Thing,,,who is the blood type of <X>,who is the blood type of <X>
board,board,Person,owl:Thing,http://dbpedia.org/ontology/board,1936,who is the board of <X>,who is the board of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/board> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/board> [] . ?a a <http://dbpedia.org/ontology/Place> }
bodyDiscovered,body discovered,Person,Place,http://dbpedia.org/ontology/bodyDiscovered,233,who is the body discovered of <X>,who is the body discovered of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/bodyDiscovered> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/bodyDiscovered> [] . ?a a <http://dbpedia.org/ontology/Place> }
britishWins,british wins,Person,skos:Concept,,,who is the british wins of <X>,who is the british wins of <X>
bustSize,bust size,Person,Length,http://dbpedia.org/ontology/bustSize,316,who is the bust size of <X>,who is the bust size of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/bustSize> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/bustSize> [] . ?a a <http://dbpedia.org/ontology/Place> }
bustWaistHipSize,bust-waist-hip Size,Person,xsd:string,,,who is the bust-waist-hip Size of <X>,who is the bust-waist-hip Size of <X>
careerStation,career station,Person,CareerStation,http://dbpedia.org/ontology/careerStation,977021,who is the career station of <X>,who is the career station of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/careerStation> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/careerStation> [] . ?a a <http://dbpedia.org/ontology/Place> }
case,case,Person,xsd:string,,,who is the case of <X>,who is the case of <X>
catch,catch,Person,xsd:string,,,who is the catch of <X>,who is the catch of <X>
causeOfDeath,cause of death,Person,xsd:string,,,who is the cause of death of <X>,who is the cause of death of <X>
championships,championships,Agent,xsd:nonNegativeInteger,http://dbpedia.org/ontology/championships,777,what is the championships of <X>,what is the championships of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/championships> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/championships> [] . ?a a <http://dbpedia.org/ontology/Place> }
child,child,Person,Person,http://dbpedia.org/ontology/child,15760,who is the child of <X>,who is the child of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/child> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/child> [] . ?a a <http://dbpedia.org/ontology/Place> }
circumcised,circumcised,Person,xsd:string,,,who is the circumcised of <X>,who is the circumcised of <X>
citizenship,citizenship,Person,owl:Thing,http://dbpedia.org/ontology/citizenship,6435,who is the citizenship of <X>,who is the citizenship of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/citizenship> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/citizenship> [] . ?a a <http://dbpedia.org/ontology/Place> }
clothSize,cloth size,Person,xsd:string,,,who is the cloth size of <X>,who is the cloth size of <X>
clothingSize,clothing size,Person,xsd:string,,,who is the clothing size of <X>,who is the clothing size of <X>
coalition,coalition,Person,xsd:string,,,who is the coalition of <X>,who is the coalition of <X>
collaboration,collaboration,Person,Person,,,who is the collaboration of <X>,who is the collaboration of <X>
colleague,colleague,Person,Person,,,who is the colleague of <X>,who is the colleague of <X>
college,college,Person,EducationalInstitution,http://dbpedia.org/ontology/college,13759,who is the college of <X>,who is the college of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/college> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/college> [] . ?a a <http://dbpedia.org/ontology/Place> }
competitionTitle,competition title,Person,SportsEvent,,,who is the competition title of <X>,who is the competition title of <X>
complexion,complexion,Person,owl:Thing,,,who is the complexion of <X>,who is the complexion of <X>
contest,contest,Person,Contest,,,who is the contest of <X>,who is the contest of <X>
continentalTournament,continental tournament,Person,Tournament,,,who is the continental tournament of <X>,who is the continental tournament of <X>
continentalTournamentBronze,continental tournament bronze,Person,xsd:nonNegativeInteger,,,who is the continental tournament bronze of <X>,who is the continental tournament bronze of <X>
continentalTournamentGold,continental tournament gold,Person,xsd:nonNegativeInteger,,,who is the continental tournament gold of <X>,who is the continental tournament gold of <X>
continentalTournamentSilver,continental tournament silver,Person,xsd:nonNegativeInteger,,,who is the continental tournament silver of <X>,who is the continental tournament silver of <X>
convictionDate,conviction date,Person,xsd:date,,,who is the conviction date of <X>,who is the conviction date of <X>
copilote,copilote,Person,Person,,,who is the copilote of <X>,who is the copilote of <X>
cousurper,cousurper,Person,Person,,,who is the cousurper of <X>,who is the cousurper of <X>
created,created,Person,Work,,,who is the created of <X>,who is the created of <X>
currentTeamManager,current team manager,Person,SportsTeam,,,who is the current team manager of <X>,who is the current team manager of <X>
danseCompetition,danse competition,Person,xsd:string,,,who is the danse competition of <X>,who is the danse competition of <X>
danseScore,danse score,Person,xsd:string,,,who is the danse score of <X>,who is the danse score of <X>
dateOfBurial,date of burial,Person,xsd:date,http://dbpedia.org/ontology/dateOfBurial,11,who is the date of burial of <X>,who is the date of burial of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/dateOfBurial> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/dateOfBurial> [] . ?a a <http://dbpedia.org/ontology/Place> }
deadInFightDate,dead in fight date,Person,xsd:string,,,who is the dead in fight date of <X>,who is the dead in fight date of <X>
deadInFightPlace,dead in fight place,Person,xsd:string,,,who is the dead in fight place of <X>,who is the dead in fight place of <X>
deathAge,death age,Person,xsd:nonNegativeInteger,,,who is the death age of <X>,who is the death age of <X>
deathCause,death cause,Person,owl:Thing,http://dbpedia.org/ontology/deathCause,5424,who is the death cause of <X>,who is the death cause of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/deathCause> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/deathCause> [] . ?a a <http://dbpedia.org/ontology/Place> }
deathDate,death date,Person,xsd:date,http://dbpedia.org/ontology/deathDate,721196,who is the death date of <X>,who is the death date of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/deathDate> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/deathDate> [] . ?a a <http://dbpedia.org/ontology/Place> }
deathPlace,death place,Person,Place,http://dbpedia.org/ontology/deathPlace,406619,who is the death place of <X>,who is the death place of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/deathPlace> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/deathPlace> [] . ?a a <http://dbpedia.org/ontology/Place> }
deathYear,death year,Person,xsd:gYear,http://dbpedia.org/ontology/deathYear,74740,who is the death year of <X>,who is the death year of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/deathYear> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/deathYear> [] . ?a a <http://dbpedia.org/ontology/Place> }
debutWork,debutWork,Person,Work,,,who is the debutWork of <X>,who is the debutWork of <X>
decoration,decoration,Person,owl:Thing,,,who is the decoration of <X>,who is the decoration of <X>
denomination,denomination,Agent,owl:Thing,http://dbpedia.org/ontology/denomination,926,what is the denomination of <X>,what is the denomination of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/denomination> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/denomination> [] . ?a a <http://dbpedia.org/ontology/Place> }
derivedWord,derived word,Person,xsd:string,,,who is the derived word of <X>,who is the derived word of <X>
detractor,detractor,Person,Person,,,who is the detractor of <X>,who is the detractor of <X>
diploma,diploma,Person,Diploma,,,who is the diploma of <X>,who is the diploma of <X>
discipline,discipline,Agent,owl:Thing,http://dbpedia.org/ontology/discipline,1664,what is the discipline of <X>,what is the discipline of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/discipline> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/discipline> [] . ?a a <http://dbpedia.org/ontology/Place> }
dubber,dubber,Person,Person,,,who is the dubber of <X>,who is the dubber of <X>
education,education,Person,owl:Thing,http://dbpedia.org/ontology/education,25656,who is the education of <X>,who is the education of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/education> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/education> [] . ?a a <http://dbpedia.org/ontology/Place> }
educationPlace,education place,Person,Place,,,who is the education place of <X>,who is the education place of <X>
electionDate,election date,Person,xsd:date,http://dbpedia.org/ontology/electionDate,115,who is the election date of <X>,who is the election date of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/electionDate> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/electionDate> [] . ?a a <http://dbpedia.org/ontology/Place> }
employer,employer,Person,Organisation,http://dbpedia.org/ontology/employer,7409,who is the employer of <X>,who is the employer of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/employer> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/employer> [] . ?a a <http://dbpedia.org/ontology/Place> }
endCareer,end career,Person,xsd:string,,,who is the end career of <X>,who is the end career of <X>
endReign,end reign,Person,skos:Concept,,,who is the end reign of <X>,who is the end reign of <X>
escalafon,escalafon,Person,xsd:string,,,who is the escalafon of <X>,who is the escalafon of <X>
ethnicity,ethnicity,Person,EthnicGroup,http://dbpedia.org/ontology/ethnicity,8322,who is the ethnicity of <X>,who is the ethnicity of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/ethnicity> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/ethnicity> [] . ?a a <http://dbpedia.org/ontology/Place> }
expedition,expedition,Person,xsd:string,,,who is the expedition of <X>,who is the expedition of <X>
externalOrnament,external ornament,Person,xsd:string,,,who is the external ornament of <X>,who is the external ornament of <X>
eyeColor,eye color,Person,xsd:string,http://dbpedia.org/ontology/eyeColor,3164,who is the eye color of <X>,who is the eye color of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/eyeColor> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/eyeColor> [] . ?a a <http://dbpedia.org/ontology/Place> }
eyeColour,eye colour,Person,xsd:string,,,who is the eye colour of <X>,who is the eye colour of <X>
father,father,Person,Person,,,who is the father of <X>,who is the father of <X>
feat,feat,Person,xsd:string,,,who is the feat of <X>,who is the feat of <X>
federation,federation,Person,Organisation,,,who is the federation of <X>,who is the federation of <X>
filmNumber,film number,Person,xsd:nonNegativeInteger,,,who is the film number of <X>,who is the film number of <X>
foot,foot,Person,xsd:string,,,who is the foot of <X>,who is the foot of <X>
freeDanseScore,free danse score,Person,xsd:string,,,who is the free danse score of <X>,who is the free danse score of <X>
freeProgCompetition,free prog competition,Person,xsd:string,,,who is the free prog competition of <X>,who is the free prog competition of <X>
freeProgScore,free prog score,Person,xsd:string,,,who is the free prog score of <X>,who is the free prog score of <X>
freeScoreCompetition,free score competition,Person,xsd:string,,,who is the free score competition of <X>,who is the free score competition of <X>
friend,friend,Person,Person,,,who is the friend of <X>,who is the friend of <X>
fullCompetition,full competition,Person,xsd:string,,,who is the full competition of <X>,who is the full competition of <X>
fullScore,full score,Person,xsd:string,,,who is the full score of <X>,who is the full score of <X>
generalCouncil,general council,Agent,TermOfOffice,,,what is the general council of <X>,what is the general council of <X>
grave,grave,Person,xsd:string,,,who is the grave of <X>,who is the grave of <X>
gymApparatus,gym apparatus,Person,owl:Thing,,,who is the gym apparatus of <X>,who is the gym apparatus of <X>
hairColor,hair color,Person,xsd:string,http://dbpedia.org/ontology/hairColor,3302,who is the hair color of <X>,who is the hair color of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/hairColor> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/hairColor> [] . ?a a <http://dbpedia.org/ontology/Place> }
hairColour,hair colour,Person,xsd:string,,,who is the hair colour of <X>,who is the hair colour of <X>
hand,hand,Person,owl:Thing,,,who is the hand of <X>,who is the hand of <X>
handedness,handedness,Person,owl:Thing,,,who is the handedness of <X>,who is the handedness of <X>
handisport,handisport,Person,xsd:string,,,who is the handisport of <X>,who is the handisport of <X>
hasNaturalBust,has natural bust,Person,xsd:string,,,who is the has natural bust of <X>,who is the has natural bust of <X>
hipSize,hip size,Person,Length,http://dbpedia.org/ontology/hipSize,384,who is the hip size of <X>,who is the hip size of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/hipSize> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/hipSize> [] . ?a a <http://dbpedia.org/ontology/Place> }
homage,homage,Person,xsd:string,,,who is the homage of <X>,who is the homage of <X>
hometown,home town,Agent,Settlement,http://dbpedia.org/ontology/hometown,93101,what is the home town of <X>,what is the home town of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/hometown> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/hometown> [] . ?a a <http://dbpedia.org/ontology/Place> }
idNumber,id number,Person,xsd:nonNegativeInteger,,,who is the id number of <X>,who is the id number of <X>
ideology,ideology,Agent,Ideology,http://dbpedia.org/ontology/ideology,15038,what is the ideology of <X>,what is the ideology of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/ideology> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/ideology> [] . ?a a <http://dbpedia.org/ontology/Place> }
iihfHof,lihf hof,Person,xsd:string,,,who is the lihf hof of <X>,who is the lihf hof of <X>
imposedDanseCompetition,imposed danse competition,Person,xsd:string,,,who is the imposed danse competition of <X>,who is the imposed danse competition of <X>
imposedDanseScore,imposed danse score,Person,xsd:string,,,who is the imposed danse score of <X>,who is the imposed danse score of <X>
individualisedPnd,individualised PND number,Person,xsd:nonNegativeInteger,,,who is the individualised PND number of <X>,who is the individualised PND number of <X>
juniorSeason,junior season,Agent,owl:Thing,,,what is the junior season of <X>,what is the junior season of <X>
juniorYearsEndYear,junior years end year,Person,xsd:gYear,,,who is the junior years end year of <X>,who is the junior years end year of <X>
juniorYearsStartYear,junior years start year,Person,xsd:gYear,,,who is the junior years start year of <X>,who is the junior years start year of <X>
jutsu,jutsu,Person,xsd:string,,,who is the jutsu of <X>,who is the jutsu of <X>
killedBy,killed by,Person,xsd:string,,,who is the killed by of <X>,who is the killed by of <X>
lahHof,lah hof,Person,xsd:string,,,who is the lah hof of <X>,who is the lah hof of <X>
leadership,leadership,Person,xsd:string,,,who is the leadership of <X>,who is the leadership of <X>
